,verb_base,verb_kanji,verb_form,sample_time,error_time,right_time,continue_error_time,continue_right_time,relative_weight
18,あるく,歩く,た,0,0,0,0,0,1.0
19,あるく,歩く,ない,1,0,1,0,1,0.2
20,いう,言う,て,0,0,0,0,0,1.0
21,いう,言う,ます,1,0,1,0,1,0.2
22,いう,言う,た,0,0,0,0,0,1.0
23,いう,言う,ない,0,0,0,0,0,1.0
24,いく,行く,て,0,0,0,0,0,1.0
25,いく,行く,ます,0,0,0,0,0,1.0
26,いく,行く,た,0,0,0,0,0,1.0
27,いく,行く,ない,0,0,0,0,0,1.0
28,いそぐ,急ぐ,て,0,0,0,0,0,1.0
29,いそぐ,急ぐ,ます,0,0,0,0,0,1.0
30,いそぐ,急ぐ,た,0,0,0,0,0,1.0
31,いそぐ,急ぐ,ない,1,0,1,0,1,0.2
32,うたう,歌う,て,1,0,1,0,1,0.2
33,うたう,歌う,ます,0,0,0,0,0,1.0
34,うたう,歌う,た,0,0,0,0,0,1.0
35,うたう,歌う,ない,1,0,1,0,1,0.2
36,うる,売る,て,0,0,0,0,0,1.0
37,うる,売る,ます,0,0,0,0,0,1.0
38,うる,売る,た,0,0,0,0,0,1.0
39,うる,売る,ない,1,0,1,0,1,0.2
40,えらぶ,選ぶ,て,0,0,0,0,0,1.0
41,えらぶ,選ぶ,ます,1,0,1,0,1,0.2
42,えらぶ,選ぶ,た,0,0,0,0,0,1.0
43,えらぶ,選ぶ,ない,0,0,0,0,0,1.0
44,おく,置く,て,0,0,0,0,0,1.0
45,おく,置く,ます,0,0,0,0,0,1.0
46,おく,置く,た,0,0,0,0,0,1.0
47,おく,置く,ない,0,0,0,0,0,1.0
48,おくる,送る,て,1,0,1,0,1,0.2
49,おくる,送る,ます,1,0,1,0,1,0.2
50,おくる,送る,た,0,0,0,0,0,1.0
51,おくる,送る,ない,0,0,0,0,0,1.0
52,おとす,落とす,て,0,0,0,0,0,1.0
53,おとす,落とす,ます,0,0,0,0,0,1.0
54,おとす,落とす,た,0,0,0,0,0,1.0
55,おとす,落とす,ない,0,0,0,0,0,1.0
56,おもう,思う,て,0,0,0,0,0,1.0
57,おもう,思う,ます,0,0,0,0,0,1.0
58,おもう,思う,た,0,0,0,0,0,1.0
59,おもう,思う,ない,0,0,0,0,0,1.0
60,およぐ,泳ぐ,て,0,0,0,0,0,1.0
61,およぐ,泳ぐ,ます,0,0,0,0,0,1.0
62,およぐ,泳ぐ,た,0,0,0,0,0,1.0
63,およぐ,泳ぐ,ない,0,0,0,0,0,1.0
64,おろす,下ろす,て,0,0,0,0,0,1.0
65,おろす,下ろす,ます,0,0,0,0,0,1.0
66,おろす,下ろす,た,0,0,0,0,0,1.0
67,おろす,下ろす,ない,0,0,0,0,0,1.0
68,おわる,終わる,て,0,0,0,0,0,1.0
69,おわる,終わる,ます,0,0,0,0,0,1.0
70,おわる,終わる,た,0,0,0,0,0,1.0
71,おわる,終わる,ない,0,0,0,0,0,1.0
72,かう,買う,て,0,0,0,0,0,1.0
73,かう,買う,ます,0,0,0,0,0,1.0
74,かう,買う,た,0,0,0,0,0,1.0
75,かう,買う,ない,0,0,0,0,0,1.0
76,かえす,返す,て,0,0,0,0,0,1.0
77,かえす,返す,ます,0,0,0,0,0,1.0
78,かえす,返す,た,0,0,0,0,0,1.0
79,かえす,返す,ない,0,0,0,0,0,1.0
80,かえる,帰る,て,0,0,0,0,0,1.0
81,かえる,帰る,ます,0,0,0,0,0,1.0
82,かえる,帰る,た,0,0,0,0,0,1.0
83,かえる,帰る,ない,0,0,0,0,0,1.0
84,かかる,,て,0,0,0,0,0,1.0
85,かかる,,ます,0,0,0,0,0,1.0
86,かかる,,た,0,0,0,0,0,1.0
87,かかる,,ない,0,0,0,0,0,1.0
88,かく,書く,て,0,0,0,0,0,1.0
89,かく,書く,ます,0,0,0,0,0,1.0
90,かく,書く,た,0,0,0,0,0,1.0
91,かく,書く,ない,1,0,1,0,1,0.2
92,かく,,て,0,0,0,0,0,1.0
93,かく,,ます,0,0,0,0,0,1.0
94,かく,,た,0,0,0,0,0,1.0
95,かく,,ない,0,0,0,0,0,1.0
96,かす,貨す,て,0,0,0,0,0,1.0
97,かす,貨す,ます,0,0,0,0,0,1.0
98,かす,貨す,た,0,0,0,0,0,1.0
99,かす,貨す,ない,0,0,0,0,0,1.0
100,かわく,渇く,て,0,0,0,0,0,1.0
101,かわく,渇く,ます,0,0,0,0,0,1.0
102,かわく,渇く,た,0,0,0,0,0,1.0
103,かわく,渇く,ない,0,0,0,0,0,1.0
104,きく,聞く,て,0,0,0,0,0,1.0
105,きく,聞く,ます,0,0,0,0,0,1.0
106,きく,聞く,た,0,0,0,0,0,1.0
107,きく,聞く,ない,0,0,0,0,0,1.0
108,きまる,決まる,て,0,0,0,0,0,1.0
109,きまる,決まる,ます,1,0,1,0,1,0.2
110,きまる,決まる,た,0,0,0,0,0,1.0
111,きまる,決まる,ない,0,0,0,0,0,1.0
112,きる,切る,て,0,0,0,0,0,1.0
113,きる,切る,ます,0,0,0,0,0,1.0
114,きる,切る,た,0,0,0,0,0,1.0
115,きる,切る,ない,0,0,0,0,0,1.0
116,けす,消す,て,1,0,1,0,1,0.2
117,けす,消す,ます,0,0,0,0,0,1.0
118,けす,消す,た,0,0,0,0,0,1.0
119,けす,消す,ない,0,0,0,0,0,1.0
120,こむ,込む,て,0,0,0,0,0,1.0
121,こむ,込む,ます,1,0,1,0,1,0.2
122,こむ,込む,た,0,0,0,0,0,1.0
123,こむ,込む,ない,0,0,0,0,0,1.0
124,ころぶ,転ぶ,て,0,0,0,0,0,1.0
125,ころぶ,転ぶ,ます,0,0,0,0,0,1.0
126,ころぶ,転ぶ,た,0,0,0,0,0,1.0
127,ころぶ,転ぶ,ない,0,0,0,0,0,1.0
128,さがす,探す,て,0,0,0,0,0,1.0
129,さがす,探す,ます,0,0,0,0,0,1.0
130,さがす,探す,た,0,0,0,0,0,1.0
131,さがす,探す,ない,0,0,0,0,0,1.0
132,さく,咲く,て,1,0,1,0,1,0.2
133,さく,咲く,ます,0,0,0,0,0,1.0
134,さく,咲く,た,0,0,0,0,0,1.0
135,さく,咲く,ない,1,0,1,0,1,0.2
136,さわる,触る,て,0,0,0,0,0,1.0
137,さわる,触る,ます,0,0,0,0,0,1.0
138,さわる,触る,た,0,0,0,0,0,1.0
139,さわる,触る,ない,0,0,0,0,0,1.0
140,しぬ,死ぬ,て,0,0,0,0,0,1.0
141,しぬ,死ぬ,ます,0,0,0,0,0,1.0
142,しぬ,死ぬ,た,0,0,0,0,0,1.0
143,しぬ,死ぬ,ない,0,0,0,0,0,1.0
144,しる,知る,て,0,0,0,0,0,1.0
145,しる,知る,ます,0,0,0,0,0,1.0
146,しる,知る,た,0,0,0,0,0,1.0
147,しる,知る,ない,0,0,0,0,0,1.0
148,すう,吸う,て,0,0,0,0,0,1.0
149,すう,吸う,ます,0,0,0,0,0,1.0
150,すう,吸う,た,0,0,0,0,0,1.0
151,すう,吸う,ない,0,0,0,0,0,1.0
152,すく,,て,0,0,0,0,0,1.0
153,すく,,ます,1,0,1,0,1,0.2
154,すく,,た,0,0,0,0,0,1.0
155,すく,,ない,0,0,0,0,0,1.0
156,すべる,滑る,て,0,0,0,0,0,1.0
157,すべる,滑る,ます,0,0,0,0,0,1.0
158,すべる,滑る,た,0,0,0,0,0,1.0
159,すべる,滑る,ない,0,0,0,0,0,1.0
160,すむ,住む,て,0,0,0,0,0,1.0
161,すむ,住む,ます,0,0,0,0,0,1.0
162,すむ,住む,た,0,0,0,0,0,1.0
163,すむ,住む,ない,0,0,0,0,0,1.0
164,すわる,座る,て,0,0,0,0,0,1.0
165,すわる,座る,ます,0,0,0,0,0,1.0
166,すわる,座る,た,0,0,0,0,0,1.0
167,すわる,座る,ない,0,0,0,0,0,1.0
168,だす,出す,て,0,0,0,0,0,1.0
169,だす,出す,ます,0,0,0,0,0,1.0
170,だす,出す,た,1,0,1,0,1,0.2
171,だす,出す,ない,0,0,0,0,0,1.0
172,たつ,立つ,て,0,0,0,0,0,1.0
173,たつ,立つ,ます,0,0,0,0,0,1.0
174,たつ,立つ,た,0,0,0,0,0,1.0
175,たつ,立つ,ない,0,0,0,0,0,1.0
176,ちがう,違う,て,0,0,0,0,0,1.0
177,ちがう,違う,ます,0,0,0,0,0,1.0
178,ちがう,違う,た,0,0,0,0,0,1.0
179,ちがう,違う,ない,0,0,0,0,0,1.0
180,つかう,使う,て,0,0,0,0,0,1.0
181,つかう,使う,ます,1,0,1,0,1,0.2
182,つかう,使う,た,0,0,0,0,0,1.0
183,つかう,使う,ない,1,0,1,0,1,0.2
184,つくる,作る,て,0,0,0,0,0,1.0
185,つくる,作る,ます,0,0,0,0,0,1.0
186,つくる,作る,た,0,0,0,0,0,1.0
187,つくる,作る,ない,0,0,0,0,0,1.0
188,てつだう,手伝う,て,0,0,0,0,0,1.0
189,てつだう,手伝う,ます,0,0,0,0,0,1.0
190,てつだう,手伝う,た,0,0,0,0,0,1.0
191,てつだう,手伝う,ない,0,0,0,0,0,1.0
192,とおる,通る,て,0,0,0,0,0,1.0
193,とおる,通る,ます,0,0,0,0,0,1.0
194,とおる,通る,た,1,0,1,0,1,0.2
195,とおる,通る,ない,0,0,0,0,0,1.0
196,とどく,届く,て,0,0,0,0,0,1.0
197,とどく,届く,ます,1,0,1,0,1,0.2
198,とどく,届く,た,2,0,2,0,2,0.111111111111
199,とどく,届く,ない,0,0,0,0,0,1.0
200,とぶ,飛ぶ,て,0,0,0,0,0,1.0
201,とぶ,飛ぶ,ます,0,0,0,0,0,1.0
202,とぶ,飛ぶ,た,0,0,0,0,0,1.0
203,とぶ,飛ぶ,ない,0,0,0,0,0,1.0
204,とる,撮る,て,0,0,0,0,0,1.0
205,とる,撮る,ます,0,0,0,0,0,1.0
206,とる,撮る,た,0,0,0,0,0,1.0
207,とる,撮る,ない,0,0,0,0,0,1.0
208,とる,,て,0,0,0,0,0,1.0
209,とる,,ます,0,0,0,0,0,1.0
210,とる,,た,0,0,0,0,0,1.0
211,とる,,ない,0,0,0,0,0,1.0
212,なおす,直す,て,0,0,0,0,0,1.0
213,なおす,直す,ます,1,0,1,0,1,0.2
214,なおす,直す,た,0,0,0,0,0,1.0
215,なおす,直す,ない,0,0,0,0,0,1.0
216,なおる,治る,て,0,0,0,0,0,1.0
217,なおる,治る,ます,0,0,0,0,0,1.0
218,なおる,治る,た,0,0,0,0,0,1.0
219,なおる,治る,ない,0,0,0,0,0,1.0
220,なくす,,て,0,0,0,0,0,1.0
221,なくす,,ます,0,0,0,0,0,1.0
222,なくす,,た,0,0,0,0,0,1.0
223,なくす,,ない,1,1,0,1,0,4.5
224,ならう,習う,て,0,0,0,0,0,1.0
225,ならう,習う,ます,0,0,0,0,0,1.0
226,ならう,習う,た,1,0,1,0,1,0.2
227,ならう,習う,ない,0,0,0,0,0,1.0
228,なる,,て,0,0,0,0,0,1.0
229,なる,,ます,1,0,1,0,1,0.2
230,なる,,た,0,0,0,0,0,1.0
231,なる,,ない,0,0,0,0,0,1.0
232,にあう,似合う,て,0,0,0,0,0,1.0
233,にあう,似合う,ます,0,0,0,0,0,1.0
234,にあう,似合う,た,0,0,0,0,0,1.0
235,にあう,似合う,ない,0,0,0,0,0,1.0
236,ぬぐ,脱ぐ,て,0,0,0,0,0,1.0
237,ぬぐ,脱ぐ,ます,1,0,1,0,1,0.2
238,ぬぐ,脱ぐ,た,0,0,0,0,0,1.0
239,ぬぐ,脱ぐ,ない,1,0,1,0,1,0.2
240,のぼる,登る,て,0,0,0,0,0,1.0
241,のぼる,登る,ます,0,0,0,0,0,1.0
242,のぼる,登る,た,1,0,1,0,1,0.2
243,のぼる,登る,ない,0,0,0,0,0,1.0
